periodo,tipo_indicador,nombre,valor_promedio,valor_min,valor_max,valor_std
2018-05,financieros,Spread de Tasas de Interés,11.293145171052393,11.293145171052393,11.293145171052393,
2018-05,morosidad,Morosidad Estresada,4.002877213687745,0.0,9.284952305939184,2.495592063484398
2018-05,morosidad,Morosidad Simple,2.14,2.14,2.14,
2018-05,principales,ROA,1.92,1.92,1.92,
2018-05,principales,ROE (Rentabilidad del Patrimonio),18.25,18.25,18.25,
2018-05,principales,Índice Solvencia,18.74,18.74,18.74,
2018-06,financieros,Activos Improductivos / Patrimonio Neto,2.17,2.17,2.17,
2018-06,financieros,Activos Netos Totales / Patrimonio Neto,9.78,9.78,9.78,
2018-06,financieros,Margen de Intermediación Neto,9.21,9.21,9.21,
2018-06,financieros,Spread de Tasas de Interés,11.114592166100351,11.114592166100351,11.114592166100351,
2018-06,morosidad,Morosidad Estresada,3.872048577390872,0.0,8.680918356909746,2.364253477251413
2018-06,morosidad,Morosidad Simple,2.06,2.06,2.06,
2018-06,principales,ROA,1.96,1.96,1.96,
2018-06,principales,ROE (Rentabilidad del Patrimonio),18.83,18.83,18.83,
2018-06,principales,Índice Solvencia,18.39,18.39,18.39,
2018-07,financieros,Activos Improductivos / Patrimonio Neto,2.2,2.2,2.2,
2018-07,financieros,Activos Netos Totales / Patrimonio Neto,9.58,9.58,9.58,
2018-07,financieros,Margen de Intermediación Neto,9.22,9.22,9.22,
2018-07,financieros,Spread de Tasas de Interés,11.13705258190428,11.13705258190428,11.13705258190428,
2018-07,morosidad,Morosidad Estresada,3.604466692197279,0.0,8.128679213692637,2.0961284050869247
2018-07,morosidad,Morosidad Simple,2.03,2.03,2.03,
2018-07,principales,ROA,1.97,1.97,1.97,
2018-07,principales,ROE (Rentabilidad del Patrimonio),18.94,18.94,18.94,
2018-07,principales,Índice Solvencia,18.59,18.59,18.59,
2018-08,financieros,Activos Improductivos / Patrimonio Neto,2.1,2.1,2.1,
2018-08,financieros,Activos Netos Totales / Patrimonio Neto,9.57,9.57,9.57,
2018-08,financieros,Margen de Intermediación Neto,9.15,9.15,9.15,
2018-08,financieros,Spread de Tasas de Interés,11.133506691733784,11.133506691733784,11.133506691733784,
2018-08,morosidad,Morosidad Estresada,3.768590643116758,0.0,7.741714657961361,2.145027082763405
2018-08,morosidad,Morosidad Simple,1.99,1.99,1.99,
2018-08,principales,ROA,1.95,1.95,1.95,
2018-08,principales,ROE (Rentabilidad del Patrimonio),18.72,18.72,18.72,
2018-08,principales,Índice Solvencia,18.41,18.41,18.41,
2018-09,financieros,Activos Improductivos / Patrimonio Neto,2.14,2.14,2.14,
2018-09,financieros,Activos Netos Totales / Patrimonio Neto,9.53,9.53,9.53,
2018-09,financieros,Margen de Intermediación Neto,9.07,9.07,9.07,
2018-09,financieros,Spread de Tasas de Interés,11.08864767627968,11.08864767627968,11.08864767627968,
2018-09,morosidad,Morosidad Estresada,3.832738988842422,0.0,7.859602470319572,2.121973484005796
2018-09,morosidad,Morosidad Simple,2.03,2.03,2.03,
2018-09,principales,ROA,1.93,1.93,1.93,
2018-09,principales,ROE (Rentabilidad del Patrimonio),18.49,18.49,18.49,
2018-09,principales,Índice Solvencia,17.71,17.71,17.71,
2018-10,financieros,Activos Improductivos / Patrimonio Neto,2.05,2.05,2.05,
2018-10,financieros,Activos Netos Totales / Patrimonio Neto,9.41,9.41,9.41,
2018-10,financieros,Margen de Intermediación Neto,9.0,9.0,9.0,
2018-10,financieros,Spread de Tasas de Interés,10.964910149969032,10.964910149969032,10.964910149969032,
2018-10,morosidad,Morosidad Estresada,3.9688099806366735,0.0,9.208763021733743,2.340673395482485
2018-10,morosidad,Morosidad Simple,2.04,2.04,2.04,
2018-10,principales,ROA,1.91,1.91,1.91,
2018-10,principales,ROE (Rentabilidad del Patrimonio),18.29,18.29,18.29,
2018-10,principales,Índice Solvencia,17.62,17.62,17.62,
2018-11,financieros,Activos Improductivos / Patrimonio Neto,2.03,2.03,2.03,
2018-11,financieros,Activos Netos Totales / Patrimonio Neto,9.45,9.45,9.45,
2018-11,financieros,Margen de Intermediación Neto,8.91,8.91,8.91,
2018-11,financieros,Spread de Tasas de Interés,11.154081007660247,11.154081007660247,11.154081007660247,
2018-11,morosidad,Morosidad Estresada,3.7795720283807754,0.0,7.48620197622845,2.1302242467464256
2018-11,morosidad,Morosidad Simple,1.91,1.91,1.91,
2018-11,principales,ROA,1.88,1.88,1.88,
2018-11,principales,ROE (Rentabilidad del Patrimonio),17.9,17.9,17.9,
2018-11,principales,Índice Solvencia,17.39,17.39,17.39,
2018-12,financieros,Activos Improductivos / Patrimonio Neto,2.22,2.22,2.22,
2018-12,financieros,Activos Netos Totales / Patrimonio Neto,9.59,9.59,9.59,
2018-12,financieros,Margen de Intermediación Neto,8.85,8.85,8.85,
2018-12,financieros,Spread de Tasas de Interés,10.99840794351406,10.99840794351406,10.99840794351406,
2018-12,morosidad,Morosidad Estresada,3.616755973274088,0.0,7.242796604247621,2.044279934421799
2018-12,morosidad,Morosidad Simple,1.77,1.77,1.77,
2018-12,principales,ROA,1.96,1.96,1.96,
2018-12,principales,ROE (Rentabilidad del Patrimonio),17.93,17.93,17.93,
2018-12,principales,Índice Solvencia,17.1,17.1,17.1,
2019-01,financieros,Activos Improductivos / Patrimonio Neto,1.92,1.92,1.92,
2019-01,financieros,Activos Netos Totales / Patrimonio Neto,9.37,9.37,9.37,
2019-01,financieros,Margen de Intermediación Neto,8.24,8.24,8.24,
2019-01,financieros,Spread de Tasas de Interés,10.860126729612183,10.860126729612183,10.860126729612183,
2019-01,morosidad,Morosidad Estresada,3.6319266297876722,0.0,7.299254507574629,2.081654331695436
2019-01,morosidad,Morosidad Simple,1.78,1.78,1.78,
2019-01,principales,ROA,1.81,1.81,1.81,
2019-01,principales,ROE (Rentabilidad del Patrimonio),16.69,16.69,16.69,
2019-01,principales,Índice Solvencia,17.49,17.49,17.49,
2019-02,financieros,Activos Improductivos / Patrimonio Neto,1.97,1.97,1.97,
2019-02,financieros,Activos Netos Totales / Patrimonio Neto,9.43,9.43,9.43,
2019-02,financieros,Margen de Intermediación Neto,8.05,8.05,8.05,
2019-02,financieros,Spread de Tasas de Interés,10.83935365304533,10.83935365304533,10.83935365304533,
2019-02,morosidad,Morosidad Estresada,3.629248851809963,0.0,7.183714442769598,2.087984178700622
2019-02,morosidad,Morosidad Simple,1.77,1.77,1.77,
2019-02,principales,ROA,1.48,1.48,1.48,
2019-02,principales,ROE (Rentabilidad del Patrimonio),13.35,13.35,13.35,
2019-02,principales,Índice Solvencia,17.08,17.08,17.08,
2019-03,financieros,Activos Improductivos / Patrimonio Neto,2.05,2.05,2.05,
2019-03,financieros,Activos Netos Totales / Patrimonio Neto,9.73,9.73,9.73,
2019-03,financieros,Margen de Intermediación Neto,8.2,8.2,8.2,
2019-03,financieros,Spread de Tasas de Interés,10.861777716736096,10.861777716736096,10.861777716736096,
2019-03,morosidad,Morosidad Estresada,3.6484715632289575,0.0003380549845840979,6.8376431290703605,2.037507923726327
2019-03,morosidad,Morosidad Simple,1.76,1.76,1.76,
2019-03,principales,ROA,1.64,1.64,1.64,
2019-03,principales,ROE (Rentabilidad del Patrimonio),15.12,15.12,15.12,
2019-03,principales,Índice Solvencia,17.31,17.31,17.31,
2019-04,financieros,Activos Improductivos / Patrimonio Neto,2.08,2.08,2.08,
2019-04,financieros,Activos Netos Totales / Patrimonio Neto,9.69,9.69,9.69,
2019-04,financieros,Margen de Intermediación Neto,8.27,8.27,8.27,
2019-04,financieros,Spread de Tasas de Interés,11.060268526674173,11.060268526674173,11.060268526674173,
2019-04,morosidad,Morosidad Estresada,3.7390794732021093,0.0,7.074250640445734,2.0130693291879855
2019-04,morosidad,Morosidad Simple,1.8,1.8,1.8,
2019-04,principales,ROA,1.64,1.64,1.64,
2019-04,principales,ROE (Rentabilidad del Patrimonio),15.27,15.27,15.27,
2019-04,principales,Índice Solvencia,17.6,17.6,17.6,
2019-05,financieros,Activos Improductivos / Patrimonio Neto,1.93,1.93,1.93,
2019-05,financieros,Activos Netos Totales / Patrimonio Neto,9.36,9.36,9.36,
2019-05,financieros,Margen de Intermediación Neto,8.37,8.37,8.37,
2019-05,financieros,Spread de Tasas de Interés,11.047581144632964,11.047581144632964,11.047581144632964,
2019-05,morosidad,Morosidad Estresada,3.680466070154102,0.0,7.0731998953012525,1.8967986662068634
2019-05,morosidad,Morosidad Simple,1.75,1.75,1.75,
2019-05,principales,ROA,1.69,1.69,1.69,
2019-05,principales,ROE (Rentabilidad del Patrimonio),15.72,15.72,15.72,
2019-05,principales,Índice Solvencia,17.17,17.17,17.17,
2019-06,financieros,Activos Improductivos / Patrimonio Neto,2.05,2.05,2.05,
2019-06,financieros,Activos Netos Totales / Patrimonio Neto,9.52,9.52,9.52,
2019-06,financieros,Margen de Intermediación Neto,8.42,8.42,8.42,
2019-06,financieros,Spread de Tasas de Interés,11.303563652221456,11.303563652221456,11.303563652221456,
2019-06,morosidad,Morosidad Estresada,3.672530061720861,0.0,7.749629827514943,1.9796518028398398
2019-06,morosidad,Morosidad Simple,1.73,1.73,1.73,
2019-06,principales,ROA,1.73,1.73,1.73,
2019-06,principales,ROE (Rentabilidad del Patrimonio),16.08,16.08,16.08,
2019-06,principales,Índice Solvencia,17.73,17.73,17.73,
2019-07,financieros,Activos Improductivos / Patrimonio Neto,2.0,2.0,2.0,
2019-07,financieros,Activos Netos Totales / Patrimonio Neto,9.31,9.31,9.31,
2019-07,financieros,Margen de Intermediación Neto,8.56,8.56,8.56,
2019-07,financieros,Spread de Tasas de Interés,11.346770386750219,11.346770386750219,11.346770386750219,
2019-07,morosidad,Morosidad Estresada,3.845867224371104,0.15041895488704515,8.5262135517307,2.148424434560275
2019-07,morosidad,Morosidad Simple,1.77,1.77,1.77,
2019-07,principales,ROA,1.92,1.92,1.92,
2019-07,principales,ROE (Rentabilidad del Patrimonio),18.06,18.06,18.06,
2019-07,principales,Índice Solvencia,17.61,17.61,17.61,
2019-08,financieros,Activos Improductivos / Patrimonio Neto,1.94,1.94,1.94,
2019-08,financieros,Activos Netos Totales / Patrimonio Neto,9.16,9.16,9.16,
2019-08,financieros,Margen de Intermediación Neto,8.62,8.62,8.62,
2019-08,financieros,Spread de Tasas de Interés,11.47118415204614,11.47118415204614,11.47118415204614,
2019-08,morosidad,Morosidad Estresada,3.885524607117641,0.0,9.287052318496322,2.2116207827019467
2019-08,morosidad,Morosidad Simple,1.79,1.79,1.79,
2019-08,principales,ROA,1.94,1.94,1.94,
2019-08,principales,ROE (Rentabilidad del Patrimonio),18.2,18.2,18.2,
2019-08,principales,Índice Solvencia,18.15,18.15,18.15,
2019-09,financieros,Activos Improductivos / Patrimonio Neto,1.99,1.99,1.99,
2019-09,financieros,Activos Netos Totales / Patrimonio Neto,9.23,9.23,9.23,
2019-09,financieros,Margen de Intermediación Neto,8.59,8.59,8.59,
2019-09,financieros,Spread de Tasas de Interés,11.446223632424761,11.446223632424761,11.446223632424761,
2019-09,morosidad,Morosidad Estresada,4.144454806120816,1.0422682117245736,10.227258292031307,2.3427852314831243
2019-09,morosidad,Morosidad Simple,1.85,1.85,1.85,
2019-09,principales,ROA,1.95,1.95,1.95,
2019-09,principales,ROE (Rentabilidad del Patrimonio),18.26,18.26,18.26,
2019-09,principales,Índice Solvencia,17.18,17.18,17.18,
2019-10,financieros,Activos Improductivos / Patrimonio Neto,1.94,1.94,1.94,
2019-10,financieros,Activos Netos Totales / Patrimonio Neto,9.16,9.16,9.16,
2019-10,financieros,Margen de Intermediación Neto,8.6,8.6,8.6,
2019-10,financieros,Spread de Tasas de Interés,11.323884860804252,11.323884860804252,11.323884860804252,
2019-10,morosidad,Morosidad Estresada,3.922693434132665,0.08901896204581147,8.8650336346116,2.0015691832662057
2019-10,morosidad,Morosidad Simple,1.83,1.83,1.83,
2019-10,principales,ROA,1.99,1.99,1.99,
2019-10,principales,ROE (Rentabilidad del Patrimonio),18.6,18.6,18.6,
2019-10,principales,Índice Solvencia,16.81,16.81,16.81,
2019-11,financieros,Activos Improductivos / Patrimonio Neto,1.94,1.94,1.94,
2019-11,financieros,Activos Netos Totales / Patrimonio Neto,9.24,9.24,9.24,
2019-11,financieros,Margen de Intermediación Neto,8.59,8.59,8.59,
2019-11,financieros,Spread de Tasas de Interés,11.36056369703007,11.36056369703007,11.36056369703007,
2019-11,morosidad,Morosidad Estresada,3.9833726958926348,0.0,13.382988783615765,2.8326255330676666
2019-11,morosidad,Morosidad Simple,1.85,1.85,1.85,
2019-11,principales,ROA,1.95,1.95,1.95,
2019-11,principales,ROE (Rentabilidad del Patrimonio),18.16,18.16,18.16,
2019-11,principales,Índice Solvencia,16.55,16.55,16.55,
2019-12,financieros,Activos Improductivos / Patrimonio Neto,1.86,1.86,1.86,
2019-12,financieros,Activos Netos Totales / Patrimonio Neto,9.5,9.5,9.5,
2019-12,financieros,Margen de Intermediación Neto,8.57,8.57,8.57,
2019-12,financieros,Spread de Tasas de Interés,11.26200359877751,11.26200359877751,11.26200359877751,
2019-12,morosidad,Morosidad Estresada,3.738902380253446,0.0,10.212396146521566,2.4452043256174707
2019-12,morosidad,Morosidad Simple,1.7,1.7,1.7,
2019-12,principales,ROA,1.92,1.92,1.92,
2019-12,principales,ROE (Rentabilidad del Patrimonio),17.92,17.92,17.92,
2019-12,principales,Índice Solvencia,16.57,16.57,16.57,
2020-01,financieros,Activos Improductivos / Patrimonio Neto,1.94,1.94,1.94,
2020-01,financieros,Activos Netos Totales / Patrimonio Neto,9.46,9.46,9.46,
2020-01,financieros,Margen de Intermediación Neto,8.49,8.49,8.49,
2020-01,financieros,Spread de Tasas de Interés,11.215454705260052,11.215454705260052,11.215454705260052,
2020-01,morosidad,Morosidad Estresada,4.111498096111677,0.0,11.815428384447465,3.0149826668713926
2020-01,morosidad,Morosidad Simple,1.82,1.82,1.82,
2020-01,principales,ROA,1.78,1.78,1.78,
2020-01,principales,ROE (Rentabilidad del Patrimonio),16.65,16.65,16.65,
2020-01,principales,Índice Solvencia,16.96,16.96,16.96,
2020-02,financieros,Activos Improductivos / Patrimonio Neto,2.02,2.02,2.02,
2020-02,financieros,Activos Netos Totales / Patrimonio Neto,9.29,9.29,9.29,
2020-02,financieros,Margen de Intermediación Neto,8.63,8.63,8.63,
2020-02,financieros,Spread de Tasas de Interés,11.212270987775048,11.212270987775048,11.212270987775048,
2020-02,morosidad,Morosidad Estresada,4.54249752485055,0.22272915380167807,13.385038342943368,3.411985368994976
2020-02,morosidad,Morosidad Simple,1.92,1.92,1.92,
2020-02,principales,ROA,1.77,1.77,1.77,
2020-02,principales,ROE (Rentabilidad del Patrimonio),16.53,16.53,16.53,
2020-02,principales,Índice Solvencia,16.2,16.2,16.2,
2020-03,financieros,Activos Improductivos / Patrimonio Neto,2.2,2.2,2.2,
2020-03,financieros,Activos Netos Totales / Patrimonio Neto,9.5,9.5,9.5,
2020-03,financieros,Margen de Intermediación Neto,8.71,8.71,8.71,
2020-03,financieros,Spread de Tasas de Interés,11.313926939941084,11.313926939941084,11.313926939941084,
2020-03,morosidad,Morosidad Estresada,4.85648029033339,0.013704465965600529,15.409280719196571,3.528518566527876
2020-03,morosidad,Morosidad Simple,2.24,2.24,2.24,
2020-03,principales,ROA,1.82,1.82,1.82,
2020-03,principales,ROE (Rentabilidad del Patrimonio),17.11,17.11,17.11,
2020-03,principales,Índice Solvencia,17.16,17.16,17.16,
2020-04,financieros,Activos Improductivos / Patrimonio Neto,2.27,2.27,2.27,
2020-04,financieros,Activos Netos Totales / Patrimonio Neto,9.53,9.53,9.53,
2020-04,financieros,Margen de Intermediación Neto,8.51,8.51,8.51,
2020-04,financieros,Spread de Tasas de Interés,10.850764197872028,10.850764197872028,10.850764197872028,
2020-04,morosidad,Morosidad Estresada,5.580638205419416,0.08672584759463434,22.36178416728166,5.055266665644508
2020-04,morosidad,Morosidad Simple,2.51,2.51,2.51,
2020-04,principales,ROA,1.71,1.71,1.71,
2020-04,principales,ROE (Rentabilidad del Patrimonio),16.3,16.3,16.3,
2020-04,principales,Índice Solvencia,17.14,17.14,17.14,
2020-05,financieros,Activos Improductivos / Patrimonio Neto,2.49,2.49,2.49,
2020-05,financieros,Activos Netos Totales / Patrimonio Neto,9.71,9.71,9.71,
2020-05,financieros,Margen de Intermediación Neto,8.34,8.34,8.34,
2020-05,financieros,Spread de Tasas de Interés,10.617531954372845,10.617531954372845,10.617531954372845,
2020-05,morosidad,Morosidad Estresada,5.467042794711568,0.0,19.908111841567795,5.058184268408465
2020-05,morosidad,Morosidad Simple,2.52,2.52,2.52,
2020-05,principales,ROA,1.66,1.66,1.66,
2020-05,principales,ROE (Rentabilidad del Patrimonio),16.04,16.04,16.04,
2020-05,principales,Índice Solvencia,17.45,17.45,17.45,
2020-06,financieros,Activos Improductivos / Patrimonio Neto,2.73,2.73,2.73,
2020-06,financieros,Activos Netos Totales / Patrimonio Neto,9.85,9.85,9.85,
2020-06,financieros,Margen de Intermediación Neto,7.95,7.95,7.95,
2020-06,financieros,Spread de Tasas de Interés,11.065331143211013,11.065331143211013,11.065331143211013,
2020-06,morosidad,Morosidad Estresada,5.192834226681232,0.42552081184819507,22.703170947843272,5.17847706110597
2020-06,morosidad,Morosidad Simple,2.31,2.31,2.31,
2020-06,principales,ROA,1.6,1.6,1.6,
2020-06,principales,ROE (Rentabilidad del Patrimonio),15.56,15.56,15.56,
2020-06,principales,Índice Solvencia,17.67,17.67,17.67,
2020-07,financieros,Activos Improductivos / Patrimonio Neto,2.87,2.87,2.87,
2020-07,financieros,Activos Netos Totales / Patrimonio Neto,10.17,10.17,10.17,
2020-07,financieros,Margen de Intermediación Neto,8.15,8.15,8.15,
2020-07,financieros,Spread de Tasas de Interés,11.014039139148416,11.014039139148416,11.014039139148416,
2020-07,morosidad,Morosidad Estresada,5.160506930449573,0.0,25.20158565795556,5.62952015889097
2020-07,morosidad,Morosidad Simple,2.18,2.18,2.18,
2020-07,principales,ROA,1.62,1.62,1.62,
2020-07,principales,ROE (Rentabilidad del Patrimonio),15.88,15.88,15.88,
2020-07,principales,Índice Solvencia,18.26,18.26,18.26,
2020-08,financieros,Activos Improductivos / Patrimonio Neto,2.95,2.95,2.95,
2020-08,financieros,Activos Netos Totales / Patrimonio Neto,10.33,10.33,10.33,
2020-08,financieros,Margen de Intermediación Neto,8.26,8.26,8.26,
2020-08,financieros,Spread de Tasas de Interés,10.961079228771787,10.961079228771787,10.961079228771787,
2020-08,morosidad,Morosidad Estresada,5.157100272068704,0.0,26.200209206773746,5.736613070060615
2020-08,morosidad,Morosidad Simple,2.17,2.17,2.17,
2020-08,principales,ROA,1.6,1.6,1.6,
2020-08,principales,ROE (Rentabilidad del Patrimonio),15.81,15.81,15.81,
2020-08,principales,Índice Solvencia,18.95,18.95,18.95,
2020-09,financieros,Activos Improductivos / Patrimonio Neto,2.89,2.89,2.89,
2020-09,financieros,Activos Netos Totales / Patrimonio Neto,10.29,10.29,10.29,
2020-09,financieros,Margen de Intermediación Neto,8.71,8.71,8.71,
2020-09,financieros,Spread de Tasas de Interés,10.943437381598752,10.943437381598752,10.943437381598752,
2020-09,morosidad,Morosidad Estresada,5.136340454523103,0.0,27.872634333145317,6.0912894695158295
2020-09,morosidad,Morosidad Simple,2.15,2.15,2.15,
2020-09,principales,ROA,1.6,1.6,1.6,
2020-09,principales,ROE (Rentabilidad del Patrimonio),15.84,15.84,15.84,
2020-09,principales,Índice Solvencia,19.26,19.26,19.26,
2020-10,financieros,Activos Improductivos / Patrimonio Neto,2.99,2.99,2.99,
2020-10,financieros,Activos Netos Totales / Patrimonio Neto,10.32,10.32,10.32,
2020-10,financieros,Margen de Intermediación Neto,8.79,8.79,8.79,
2020-10,financieros,Spread de Tasas de Interés,10.916230162106576,10.916230162106576,10.916230162106576,
2020-10,morosidad,Morosidad Estresada,5.316685083817962,0.0,24.92476565387293,5.480093777346715
2020-10,morosidad,Morosidad Simple,2.32,2.32,2.32,
2020-10,principales,ROA,1.6,1.6,1.6,
2020-10,principales,ROE (Rentabilidad del Patrimonio),15.94,15.94,15.94,
2020-10,principales,Índice Solvencia,20.35,20.35,20.35,
2020-11,financieros,Activos Improductivos / Patrimonio Neto,3.19,3.19,3.19,
2020-11,financieros,Activos Netos Totales / Patrimonio Neto,10.44,10.44,10.44,
2020-11,financieros,Margen de Intermediación Neto,8.79,8.79,8.79,
2020-11,financieros,Spread de Tasas de Interés,10.974917179923594,10.974917179923594,10.974917179923594,
2020-11,morosidad,Morosidad Estresada,5.391294887223331,0.7978395723231151,25.118156718011353,5.388165907411008
2020-11,morosidad,Morosidad Simple,2.28,2.28,2.28,
2020-11,principales,ROA,1.56,1.56,1.56,
2020-11,principales,ROE (Rentabilidad del Patrimonio),15.53,15.53,15.53,
2020-11,principales,Índice Solvencia,19.9,19.9,19.9,
2020-12,financieros,Activos Improductivos / Patrimonio Neto,3.11,3.11,3.11,
2020-12,financieros,Activos Netos Totales / Patrimonio Neto,10.44,10.44,10.44,
2020-12,financieros,Margen de Intermediación Neto,8.78,8.78,8.78,
2020-12,financieros,Spread de Tasas de Interés,10.97206657664897,10.97206657664897,10.97206657664897,
2020-12,morosidad,Morosidad Estresada,4.635896068849259,0.0,21.997300987006664,4.878731687377755
2020-12,morosidad,Morosidad Simple,2.16,2.16,2.16,
2020-12,principales,ROA,1.55,1.55,1.55,
2020-12,principales,ROE (Rentabilidad del Patrimonio),15.47,15.47,15.47,
2020-12,principales,Índice Solvencia,21.02,21.02,21.02,
2021-01,financieros,Activos Improductivos / Patrimonio Neto,3.07,3.07,3.07,
2021-01,financieros,Activos Netos Totales / Patrimonio Neto,10.42,10.42,10.42,
2021-01,financieros,Margen de Intermediación Neto,10.59,10.59,10.59,
2021-01,financieros,Spread de Tasas de Interés,10.78719926429142,10.78719926429142,10.78719926429142,
2021-01,morosidad,Morosidad Estresada,5.247535411071154,1.488203048381196,24.68218627234491,5.308053509108628
2021-01,morosidad,Morosidad Simple,2.22,2.22,2.22,
2021-01,principales,ROA,1.66,1.66,1.66,
2021-01,principales,ROE (Rentabilidad del Patrimonio),16.65,16.65,16.65,
2021-01,principales,Índice Solvencia,21.56,21.56,21.56,
2021-02,financieros,Activos Improductivos / Patrimonio Neto,2.93,2.93,2.93,
2021-02,financieros,Activos Netos Totales / Patrimonio Neto,10.23,10.23,10.23,
2021-02,financieros,Margen de Intermediación Neto,11.2,11.2,11.2,
2021-02,financieros,Spread de Tasas de Interés,10.689729498993803,10.689729498993803,10.689729498993803,
2021-02,morosidad,Morosidad Estresada,5.041118647320212,0.0,26.1610622270511,5.893143986376217
2021-02,morosidad,Morosidad Simple,2.17,2.17,2.17,
2021-02,principales,ROA,1.75,1.75,1.75,
2021-02,principales,ROE (Rentabilidad del Patrimonio),17.67,17.67,17.67,
2021-02,principales,Índice Solvencia,21.17,21.17,21.17,
2021-03,financieros,Activos Improductivos / Patrimonio Neto,2.98,2.98,2.98,
2021-03,financieros,Activos Netos Totales / Patrimonio Neto,10.24,10.24,10.24,
2021-03,financieros,Margen de Intermediación Neto,10.44,10.44,10.44,
2021-03,financieros,Spread de Tasas de Interés,10.571721517908156,10.571721517908156,10.571721517908156,
2021-03,morosidad,Morosidad Estresada,5.701371390177047,0.0,28.43627785377795,6.289063177607731
2021-03,morosidad,Morosidad Simple,2.16,2.16,2.16,
2021-03,principales,ROA,1.9,1.9,1.9,
2021-03,principales,ROE (Rentabilidad del Patrimonio),19.25,19.25,19.25,
2021-03,principales,Índice Solvencia,22.0,22.0,22.0,
2021-04,financieros,Activos Improductivos / Patrimonio Neto,3.0,3.0,3.0,
2021-04,financieros,Activos Netos Totales / Patrimonio Neto,10.29,10.29,10.29,
2021-04,financieros,Margen de Intermediación Neto,9.92,9.92,9.92,
2021-04,financieros,Spread de Tasas de Interés,10.63755475172334,10.63755475172334,10.63755475172334,
2021-04,morosidad,Morosidad Estresada,6.934994245941311,0.0,34.4375405577852,7.516399551293406
2021-04,morosidad,Morosidad Simple,2.11,2.11,2.11,
2021-04,principales,ROA,1.89,1.89,1.89,
2021-04,principales,ROE (Rentabilidad del Patrimonio),19.07,19.07,19.07,
2021-04,principales,Índice Solvencia,21.43,21.43,21.43,
2021-05,financieros,Activos Improductivos / Patrimonio Neto,2.98,2.98,2.98,
2021-05,financieros,Activos Netos Totales / Patrimonio Neto,10.29,10.29,10.29,
2021-05,financieros,Margen de Intermediación Neto,9.64,9.64,9.64,
2021-05,financieros,Spread de Tasas de Interés,10.659167492412308,10.659167492412308,10.659167492412308,
2021-05,morosidad,Morosidad Estresada,6.376518652438619,0.0,25.236247409054485,5.592038374247825
2021-05,morosidad,Morosidad Simple,2.04,2.04,2.04,
2021-05,principales,ROA,1.91,1.91,1.91,
2021-05,principales,ROE (Rentabilidad del Patrimonio),19.35,19.35,19.35,
2021-05,principales,Índice Solvencia,21.55,21.55,21.55,
2021-06,financieros,Activos Improductivos / Patrimonio Neto,2.92,2.92,2.92,
2021-06,financieros,Activos Netos Totales / Patrimonio Neto,10.22,10.22,10.22,
2021-06,financieros,Margen de Intermediación Neto,9.67,9.67,9.67,
2021-06,financieros,Spread de Tasas de Interés,10.51330360471238,10.51330360471238,10.51330360471238,
2021-06,morosidad,Morosidad Estresada,6.183242042775009,0.0,28.136361966163552,6.208830267160834
2021-06,morosidad,Morosidad Simple,1.85,1.85,1.85,
2021-06,principales,ROA,2.06,2.06,2.06,
2021-06,principales,ROE (Rentabilidad del Patrimonio),20.94,20.94,20.94,
2021-06,principales,Índice Solvencia,22.38,22.38,22.38,
2021-07,financieros,Activos Improductivos / Patrimonio Neto,2.8,2.8,2.8,
2021-07,financieros,Activos Netos Totales / Patrimonio Neto,10.15,10.15,10.15,
2021-07,financieros,Margen de Intermediación Neto,9.54,9.54,9.54,
2021-07,financieros,Spread de Tasas de Interés,10.40873926098254,10.40873926098254,10.40873926098254,
2021-07,morosidad,Morosidad Estresada,6.211959853810796,0.0,28.002085876209737,6.137702430655158
2021-07,morosidad,Morosidad Simple,1.76,1.76,1.76,
2021-07,principales,ROA,2.03,2.03,2.03,
2021-07,principales,ROE (Rentabilidad del Patrimonio),20.42,20.42,20.42,
2021-07,principales,Índice Solvencia,22.29,22.29,22.29,
2021-08,financieros,Activos Improductivos / Patrimonio Neto,2.77,2.77,2.77,
2021-08,financieros,Activos Netos Totales / Patrimonio Neto,10.06,10.06,10.06,
2021-08,financieros,Margen de Intermediación Neto,9.47,9.47,9.47,
2021-08,financieros,Spread de Tasas de Interés,10.53530150709447,10.53530150709447,10.53530150709447,
2021-08,morosidad,Morosidad Estresada,6.199041456773456,0.0,26.7974634606401,5.9650142415400795
2021-08,morosidad,Morosidad Simple,1.69,1.69,1.69,
2021-08,principales,ROA,2.03,2.03,2.03,
2021-08,principales,ROE (Rentabilidad del Patrimonio),20.4,20.4,20.4,
2021-08,principales,Índice Solvencia,20.01,20.01,20.01,
2021-09,financieros,Activos Improductivos / Patrimonio Neto,2.56,2.56,2.56,
2021-09,financieros,Activos Netos Totales / Patrimonio Neto,9.98,9.98,9.98,
2021-09,financieros,Margen de Intermediación Neto,9.44,9.44,9.44,
2021-09,financieros,Spread de Tasas de Interés,10.563464634323818,10.563464634323818,10.563464634323818,
2021-09,morosidad,Morosidad Estresada,6.116818590787795,0.0,29.258674114440815,6.487577359248103
2021-09,morosidad,Morosidad Simple,1.63,1.63,1.63,
2021-09,principales,ROA,2.02,2.02,2.02,
2021-09,principales,ROE (Rentabilidad del Patrimonio),20.24,20.24,20.24,
2021-09,principales,Índice Solvencia,19.86,19.86,19.86,
2021-10,financieros,Activos Improductivos / Patrimonio Neto,2.51,2.51,2.51,
