periodo,componente,promedio,minimo,maximo,entidades
2022-07,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1696668.92,1696668.92,1696668.92,1
2022-07,Ajuste,-1655.34,-1655.34,-1655.34,1
2022-07,Capital requerido por riesgo de mercado,358873.57,358873.57,358873.57,1
2022-07,Capital secundario,41816.46,41816.46,41816.46,1
2022-07,Patrimonio técnico ajustado,248274.97,248274.97,248274.97,1
2022-07,Sobrante o faltante,78608.08,78608.08,78608.08,1
2022-07,Índice de solvencia,14.63,14.63,14.63,1
2022-06,Capital requerido por riesgo de mercado,285729.81,285729.81,285729.81,1
2022-06,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1328120.93,1328120.93,1328120.93,1
2022-06,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1613850.75,1613850.75,1613850.75,1
2022-06,Ajuste,-1659.99,-1659.99,-1659.99,1
2022-06,Capital primario,208111.02,208111.02,208111.02,1
2022-06,Capital secundario,31693.16,31693.16,31693.16,1
2022-06,Patrimonio técnico ajustado,238144.19,238144.19,238144.19,1
2022-06,Sobrante o faltante,76759.11,76759.11,76759.11,1
2022-06,Índice de solvencia,14.76,14.76,14.76,1
2022-05,Índice de solvencia,14.85,14.85,14.85,1
2022-05,Sobrante o faltante,78034.16,78034.16,78034.16,1
2022-05,Patrimonio técnico ajustado,238795.38,238795.38,238795.38,1
2022-05,Capital secundario,32573.58,32573.58,32573.58,1
2022-05,Capital requerido por riesgo de mercado,279783.9,279783.9,279783.9,1
2022-05,Capital primario,207818.48,207818.48,207818.48,1
2022-05,Ajuste,-1596.68,-1596.68,-1596.68,1
2022-05,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1607612.22,1607612.22,1607612.22,1
2022-05,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1327828.32,1327828.32,1327828.32,1
2022-04,Capital requerido por riesgo de mercado,204491.96,204491.96,204491.96,1
2022-04,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1498172.07,1498172.07,1498172.07,1
2022-04,Ajuste,-1625.88,-1625.88,-1625.88,1
2022-04,Capital primario,204911.14,204911.14,204911.14,1
2022-04,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1293680.1,1293680.1,1293680.1,1
2022-04,Capital secundario,32541.74,32541.74,32541.74,1
2022-04,Sobrante o faltante,86009.8,86009.8,86009.8,1
2022-04,Índice de solvencia,15.74,15.74,15.74,1
2022-04,Patrimonio técnico ajustado,235827.01,235827.01,235827.01,1
2022-03,Capital requerido por riesgo de mercado,210400.84,210400.84,210400.84,1
2022-03,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1278202.56,1278202.56,1278202.56,1
2022-03,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1488603.4,1488603.4,1488603.4,1
2022-03,Ajuste,-1638.17,-1638.17,-1638.17,1
2022-03,Capital primario,204740.55,204740.55,204740.55,1
2022-03,Capital secundario,32538.09,32538.09,32538.09,1
2022-03,Patrimonio técnico ajustado,235640.47,235640.47,235640.47,1
2022-03,Sobrante o faltante,86780.13,86780.13,86780.13,1
2022-03,Índice de solvencia,15.83,15.83,15.83,1
2022-02,Capital requerido por riesgo de mercado,178121.31,178121.31,178121.31,1
2022-02,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1435847.77,1435847.77,1435847.77,1
2022-02,Ajuste,-1660.31,-1660.31,-1660.31,1
2022-02,Capital primario,194244.52,194244.52,194244.52,1
2022-02,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1257726.45,1257726.45,1257726.45,1
2022-02,Capital secundario,32455.25,32455.25,32455.25,1
2022-02,Sobrante o faltante,81454.68,81454.68,81454.68,1
2022-02,Índice de solvencia,15.67,15.67,15.67,1
2022-02,Patrimonio técnico ajustado,225039.45,225039.45,225039.45,1
2022-01,Capital requerido por riesgo de mercado,88083.66,88083.66,88083.66,1
2022-01,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1343072.72,1343072.72,1343072.72,1
2022-01,Ajuste,-1836.03,-1836.03,-1836.03,1
2022-01,Capital primario,193565.09,193565.09,193565.09,1
2022-01,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1254989.06,1254989.06,1254989.06,1
2022-01,Capital secundario,36596.72,36596.72,36596.72,1
2022-01,Patrimonio técnico ajustado,228325.77,228325.77,228325.77,1
2022-01,Sobrante o faltante,94018.5,94018.5,94018.5,1
2022-01,Índice de solvencia,17.0,17.0,17.0,1
2021-12,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1240152.04,1240152.04,1240152.04,1
2021-12,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1306283.12,1306283.12,1306283.12,1
2021-12,Ajuste,-1765.9,-1765.9,-1765.9,1
2021-12,Capital primario,183481.89,183481.89,183481.89,1
2021-12,Capital requerido por riesgo de mercado,66131.08,66131.08,66131.08,1
2021-12,Capital secundario,33696.96,33696.96,33696.96,1
2021-12,Patrimonio técnico ajustado,215412.95,215412.95,215412.95,1
2021-12,Sobrante o faltante,84784.64,84784.64,84784.64,1
2021-12,Índice de solvencia,16.49,16.49,16.49,1
2021-11,Capital requerido por riesgo de mercado,54465.75,54465.75,54465.75,1
2021-11,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1286875.01,1286875.01,1286875.01,1
2021-11,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1232409.26,1232409.26,1232409.26,1
2021-11,Ajuste,-2742.39,-2742.39,-2742.39,1
2021-11,Capital primario,184758.63,184758.63,184758.63,1
2021-11,Sobrante o faltante,88047.99,88047.99,88047.99,1
2021-11,Capital secundario,34719.25,34719.25,34719.25,1
2021-11,Índice de solvencia,16.84,16.84,16.84,1
2021-11,Patrimonio técnico ajustado,216735.49,216735.49,216735.49,1
2021-10,Índice de solvencia,17.35,17.35,17.35,1
2021-10,Sobrante o faltante,92030.41,92030.41,92030.41,1
2021-10,Patrimonio técnico ajustado,217276.06,217276.06,217276.06,1
2021-10,Capital secundario,36901.48,36901.48,36901.48,1
2021-10,Capital requerido por riesgo de mercado,50894.25,50894.25,50894.25,1
2021-10,Capital primario,184758.63,184758.63,184758.63,1
2021-10,Ajuste,-4384.05,-4384.05,-4384.05,1
2021-10,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1252456.45,1252456.45,1252456.45,1
2021-10,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1201562.2,1201562.2,1201562.2,1
2021-09,Capital primario,184692.28,184692.28,184692.28,1
2021-09,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1184457.77,1184457.77,1184457.77,1
2021-09,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1242512.96,1242512.96,1242512.96,1
2021-09,Ajuste,-3851.13,-3851.13,-3851.13,1
2021-09,Capital requerido por riesgo de mercado,58055.19,58055.19,58055.19,1
2021-09,Patrimonio técnico ajustado,218635.56,218635.56,218635.56,1
2021-09,Sobrante o faltante,94384.27,94384.27,94384.27,1
2021-09,Índice de solvencia,17.6,17.6,17.6,1
2021-09,Capital secundario,37794.41,37794.41,37794.41,1
2021-08,Capital secundario,37677.24,37677.24,37677.24,1
2021-08,Índice de solvencia,17.68,17.68,17.68,1
2021-08,Sobrante o faltante,95092.47,95092.47,95092.47,1
2021-08,Patrimonio técnico ajustado,218856.89,218856.89,218856.89,1
2021-08,Capital requerido por riesgo de mercado,58722.5,58722.5,58722.5,1
2021-08,Capital primario,184692.28,184692.28,184692.28,1
2021-08,Ajuste,-3512.63,-3512.63,-3512.63,1
2021-08,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1237644.22,1237644.22,1237644.22,1
2021-08,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1178921.71,1178921.71,1178921.71,1
2021-07,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1103813.35,1103813.35,1103813.35,1
2021-07,Capital primario,184328.2,184328.2,184328.2,1
2021-07,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1047959.7,1047959.7,1047959.7,1
2021-07,Ajuste,-2817.53,-2817.53,-2817.53,1
2021-07,Capital requerido por riesgo de mercado,55853.64,55853.64,55853.64,1
2021-07,Capital secundario,37220.82,37220.82,37220.82,1
2021-07,Patrimonio técnico ajustado,218731.49,218731.49,218731.49,1
2021-07,Sobrante o faltante,108350.15,108350.15,108350.15,1
2021-07,Índice de solvencia,19.82,19.82,19.82,1
2021-06,Capital primario,184086.82,184086.82,184086.82,1
2021-06,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1039778.71,1039778.71,1039778.71,1
2021-06,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1097990.55,1097990.55,1097990.55,1
2021-06,Ajuste,-1792.54,-1792.54,-1792.54,1
2021-06,Capital requerido por riesgo de mercado,58211.84,58211.84,58211.84,1
2021-06,Capital secundario,36667.23,36667.23,36667.23,1
2021-06,Patrimonio técnico ajustado,218961.52,218961.52,218961.52,1
2021-06,Sobrante o faltante,109162.46,109162.46,109162.46,1
2021-06,Índice de solvencia,19.94,19.94,19.94,1
2021-05,Capital primario,183782.31,183782.31,183782.31,1
2021-05,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1086197.24,1086197.24,1086197.24,1
2021-05,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1144206.08,1144206.08,1144206.08,1
2021-05,Ajuste,-1643.42,-1643.42,-1643.42,1
2021-05,Capital secundario,36446.71,36446.71,36446.71,1
2021-05,Patrimonio técnico ajustado,218585.6,218585.6,218585.6,1
2021-05,Capital requerido por riesgo de mercado,58008.84,58008.84,58008.84,1
2021-05,Sobrante o faltante,104164.99,104164.99,104164.99,1
2021-05,Índice de solvencia,19.1,19.1,19.1,1
2021-04,Índice de solvencia,18.88,18.88,18.88,1
2021-04,Sobrante o faltante,99067.37,99067.37,99067.37,1
2021-04,Patrimonio técnico ajustado,210662.77,210662.77,210662.77,1
2021-04,Capital secundario,36424.76,36424.76,36424.76,1
2021-04,Capital requerido por riesgo de mercado,63445.55,63445.55,63445.55,1
2021-04,Capital primario,175872.5,175872.5,175872.5,1
2021-04,Ajuste,-1634.49,-1634.49,-1634.49,1
2021-04,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1115954.01,1115954.01,1115954.01,1
2021-04,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1052508.46,1052508.46,1052508.46,1
2021-03,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1028474.02,1028474.02,1028474.02,1
2021-03,Capital requerido por riesgo de mercado,59741.7,59741.7,59741.7,1
2021-03,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1088215.72,1088215.72,1088215.72,1
2021-03,Capital primario,175872.5,175872.5,175872.5,1
2021-03,Ajuste,-1618.23,-1618.23,-1618.23,1
2021-03,Capital secundario,36242.77,36242.77,36242.77,1
2021-03,Índice de solvencia,19.34,19.34,19.34,1
2021-03,Patrimonio técnico ajustado,210497.03,210497.03,210497.03,1
2021-03,Sobrante o faltante,101675.46,101675.46,101675.46,1
2021-02,Índice de solvencia,18.62,18.62,18.62,1
2021-02,Sobrante o faltante,95060.44,95060.44,95060.44,1
2021-02,Patrimonio técnico ajustado,205366.95,205366.95,205366.95,1
2021-02,Capital secundario,37804.52,37804.52,37804.52,1
2021-02,Capital requerido por riesgo de mercado,66237.95,66237.95,66237.95,1
2021-02,Capital primario,169042.7,169042.7,169042.7,1
2021-02,Ajuste,-1480.27,-1480.27,-1480.27,1
2021-02,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1103065.11,1103065.11,1103065.11,1
2021-02,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1036827.16,1036827.16,1036827.16,1
2021-01,Capital requerido por riesgo de mercado,63349.42,63349.42,63349.42,1
2021-01,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1022978.25,1022978.25,1022978.25,1
2021-01,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1086327.66,1086327.66,1086327.66,1
2021-01,Ajuste,-1463.81,-1463.81,-1463.81,1
2021-01,Capital primario,168564.74,168564.74,168564.74,1
2021-01,Capital secundario,40100.63,40100.63,40100.63,1
2021-01,Patrimonio técnico ajustado,207201.56,207201.56,207201.56,1
2021-01,Sobrante o faltante,98568.79,98568.79,98568.79,1
2021-01,Índice de solvencia,19.07,19.07,19.07,1
2020-12,Capital requerido por riesgo de mercado,64280.15,64280.15,64280.15,1
2020-12,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1016281.88,1016281.88,1016281.88,1
2020-12,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1080562.03,1080562.03,1080562.03,1
2020-12,Ajuste,-1257.15,-1257.15,-1257.15,1
2020-12,Capital primario,162076.08,162076.08,162076.08,1
2020-12,Capital secundario,40123.0,40123.0,40123.0,1
2020-12,Patrimonio técnico ajustado,200941.93,200941.93,200941.93,1
2020-12,Sobrante o faltante,92885.73,92885.73,92885.73,1
2020-12,Índice de solvencia,18.6,18.6,18.6,1
2020-11,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1028888.16,1028888.16,1028888.16,1
2020-11,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1099972.67,1099972.67,1099972.67,1
2020-11,Ajuste,-915.4,-915.4,-915.4,1
2020-11,Capital requerido por riesgo de mercado,71084.51,71084.51,71084.51,1
2020-11,Capital primario,161957.79,161957.79,161957.79,1
2020-11,Capital secundario,31368.57,31368.57,31368.57,1
2020-11,Índice de solvencia,17.49,17.49,17.49,1
2020-11,Patrimonio técnico ajustado,192410.96,192410.96,192410.96,1
2020-11,Sobrante o faltante,82413.7,82413.7,82413.7,1
2020-10,Índice de solvencia,17.87,17.87,17.87,1
2020-10,Sobrante o faltante,85194.43,85194.43,85194.43,1
2020-10,Patrimonio técnico ajustado,193490.23,193490.23,193490.23,1
2020-10,Capital requerido por riesgo de mercado,66111.05,66111.05,66111.05,1
2020-10,Capital primario,161789.88,161789.88,161789.88,1
2020-10,Ajuste,-891.59,-891.59,-891.59,1
2020-10,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1082958.0,1082958.0,1082958.0,1
2020-10,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1016846.95,1016846.95,1016846.95,1
2020-10,Capital secundario,32591.94,32591.94,32591.94,1
2020-09,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1025639.42,1025639.42,1025639.42,1
2020-09,Capital requerido por riesgo de mercado,112545.49,112545.49,112545.49,1
2020-09,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1138184.91,1138184.91,1138184.91,1
2020-09,Ajuste,-716.5,-716.5,-716.5,1
2020-09,Capital primario,161789.88,161789.88,161789.88,1
2020-09,Capital secundario,33573.5,33573.5,33573.5,1
2020-09,Sobrante o faltante,80828.38,80828.38,80828.38,1
2020-09,Índice de solvencia,17.1,17.1,17.1,1
2020-09,Patrimonio técnico ajustado,194646.87,194646.87,194646.87,1
2020-08,Capital requerido por riesgo de mercado,116247.43,116247.43,116247.43,1
2020-08,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1041415.24,1041415.24,1041415.24,1
2020-08,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1157662.68,1157662.68,1157662.68,1
2020-08,Ajuste,-548.88,-548.88,-548.88,1
2020-08,Capital primario,161711.95,161711.95,161711.95,1
2020-08,Capital secundario,33579.34,33579.34,33579.34,1
2020-08,Patrimonio técnico ajustado,194742.41,194742.41,194742.41,1
2020-08,Sobrante o faltante,78976.14,78976.14,78976.14,1
2020-08,Índice de solvencia,16.82,16.82,16.82,1
2020-07,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1199690.82,1199690.82,1199690.82,1
2020-07,Índice de solvencia,16.22,16.22,16.22,1
2020-07,Sobrante o faltante,74650.26,74650.26,74650.26,1
2020-07,Patrimonio técnico ajustado,194619.34,194619.34,194619.34,1
2020-07,Capital secundario,33592.88,33592.88,33592.88,1
2020-07,Capital requerido por riesgo de mercado,133039.53,133039.53,133039.53,1
2020-07,Capital primario,161609.33,161609.33,161609.33,1
2020-07,Ajuste,-582.87,-582.87,-582.87,1
2020-07,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1066651.29,1066651.29,1066651.29,1
2020-06,Sobrante o faltante,72772.24,72772.24,72772.24,1
2020-06,Patrimonio técnico ajustado,197741.01,197741.01,197741.01,1
2020-06,Capital secundario,33551.46,33551.46,33551.46,1
2020-06,Capital requerido por riesgo de mercado,157190.13,157190.13,157190.13,1
2020-06,Capital primario,164795.0,164795.0,164795.0,1
2020-06,Ajuste,-605.45,-605.45,-605.45,1
2020-06,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1249687.66,1249687.66,1249687.66,1
2020-06,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1092497.54,1092497.54,1092497.54,1
2020-06,Índice de solvencia,15.82,15.82,15.82,1
2020-05,Capital primario,159428.06,159428.06,159428.06,1
2020-05,Capital requerido por riesgo de mercado,158547.65,158547.65,158547.65,1
2020-05,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1080069.96,1080069.96,1080069.96,1
2020-05,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1238617.62,1238617.62,1238617.62,1
2020-05,Ajuste,-652.85,-652.85,-652.85,1
2020-05,Sobrante o faltante,68228.91,68228.91,68228.91,1
2020-05,Capital secundario,33315.46,33315.46,33315.46,1
2020-05,Patrimonio técnico ajustado,192090.67,192090.67,192090.67,1
2020-05,Índice de solvencia,15.51,15.51,15.51,1
2020-04,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1059465.69,1059465.69,1059465.69,1
2020-04,Capital requerido por riesgo de mercado,178109.53,178109.53,178109.53,1
2020-04,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1237575.22,1237575.22,1237575.22,1
2020-04,Ajuste,-677.32,-677.32,-677.32,1
2020-04,Capital primario,158151.09,158151.09,158151.09,1
2020-04,Sobrante o faltante,66541.97,66541.97,66541.97,1
2020-04,Capital secundario,32825.72,32825.72,32825.72,1
2020-04,Patrimonio técnico ajustado,190299.49,190299.49,190299.49,1
2020-04,Índice de solvencia,15.38,15.38,15.38,1
2020-03,Capital requerido por riesgo de mercado,178525.06,178525.06,178525.06,1
2020-03,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1051557.36,1051557.36,1051557.36,1
2020-03,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1230082.41,1230082.41,1230082.41,1
2020-03,Ajuste,-630.66,-630.66,-630.66,1
2020-03,Capital primario,158118.89,158118.89,158118.89,1
2020-03,Capital secundario,32732.51,32732.51,32732.51,1
2020-03,Patrimonio técnico ajustado,190220.74,190220.74,190220.74,1
2020-03,Sobrante o faltante,67212.5,67212.5,67212.5,1
2020-03,Índice de solvencia,15.46,15.46,15.46,1
2020-02,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1041613.87,1041613.87,1041613.87,1
2020-02,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1231313.61,1231313.61,1231313.61,1
2020-02,Capital requerido por riesgo de mercado,189699.75,189699.75,189699.75,1
2020-02,Ajuste,-2093.05,-2093.05,-2093.05,1
2020-02,Capital primario,147369.65,147369.65,147369.65,1
2020-02,Sobrante o faltante,54829.24,54829.24,54829.24,1
2020-02,Capital secundario,32684.0,32684.0,32684.0,1
2020-02,Índice de solvencia,14.45,14.45,14.45,1
2020-02,Patrimonio técnico ajustado,177960.6,177960.6,177960.6,1
2020-01,Capital requerido por riesgo de mercado,153511.6,153511.6,153511.6,1
2020-01,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1182057.77,1182057.77,1182057.77,1
2020-01,Ajuste,-1302.85,-1302.85,-1302.85,1
2020-01,Capital primario,146405.16,146405.16,146405.16,1
2020-01,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1028546.17,1028546.17,1028546.17,1
2020-01,Capital secundario,32722.07,32722.07,32722.07,1
2020-01,Sobrante o faltante,59618.6,59618.6,59618.6,1
2020-01,Índice de solvencia,15.04,15.04,15.04,1
2020-01,Patrimonio técnico ajustado,177824.38,177824.38,177824.38,1
2019-12,Capital requerido por riesgo de mercado,165035.59,165035.59,165035.59,1
2019-12,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1020010.91,1020010.91,1020010.91,1
2019-12,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1185046.49,1185046.49,1185046.49,1
2019-12,Ajuste,-1282.99,-1282.99,-1282.99,1
2019-12,Capital primario,142939.38,142939.38,142939.38,1
2019-12,Capital secundario,35377.75,35377.75,35377.75,1
2019-12,Patrimonio técnico ajustado,177034.14,177034.14,177034.14,1
2019-12,Sobrante o faltante,58529.49,58529.49,58529.49,1
2019-12,Índice de solvencia,14.94,14.94,14.94,1
2019-11,Capital requerido por riesgo de mercado,165632.43,165632.43,165632.43,1
2019-11,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1019731.97,1019731.97,1019731.97,1
2019-11,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1185364.4,1185364.4,1185364.4,1
2019-11,Ajuste,-1232.02,-1232.02,-1232.02,1
2019-11,Capital primario,142851.38,142851.38,142851.38,1
2019-11,Capital secundario,35569.53,35569.53,35569.53,1
2019-11,Patrimonio técnico ajustado,177188.89,177188.89,177188.89,1
2019-11,Sobrante o faltante,58652.45,58652.45,58652.45,1
2019-11,Índice de solvencia,14.95,14.95,14.95,1
2019-10,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,1007931.02,1007931.02,1007931.02,1
2019-10,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1160664.93,1160664.93,1160664.93,1
2019-10,Capital requerido por riesgo de mercado,152733.91,152733.91,152733.91,1
2019-10,Ajuste,-1265.36,-1265.36,-1265.36,1
2019-10,Capital primario,142851.38,142851.38,142851.38,1
2019-10,Sobrante o faltante,61076.45,61076.45,61076.45,1
2019-10,Capital secundario,35556.93,35556.93,35556.93,1
2019-10,Índice de solvencia,15.26,15.26,15.26,1
2019-10,Patrimonio técnico ajustado,177142.94,177142.94,177142.94,1
2019-09,Capital requerido por riesgo de mercado,138987.57,138987.57,138987.57,1
2019-09,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1135523.85,1135523.85,1135523.85,1
2019-09,Ajuste,-1697.49,-1697.49,-1697.49,1
2019-09,Capital primario,143337.24,143337.24,143337.24,1
2019-09,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,996536.28,996536.28,996536.28,1
2019-09,Capital secundario,35485.46,35485.46,35485.46,1
2019-09,Sobrante o faltante,63572.83,63572.83,63572.83,1
2019-09,Índice de solvencia,15.6,15.6,15.6,1
2019-09,Patrimonio técnico ajustado,177125.22,177125.22,177125.22,1
2019-08,Capital requerido por riesgo de mercado,103185.91,103185.91,103185.91,1
2019-08,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,977011.86,977011.86,977011.86,1
2019-08,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1080197.77,1080197.77,1080197.77,1
2019-08,Ajuste,-1666.3,-1666.3,-1666.3,1
2019-08,Capital primario,143337.24,143337.24,143337.24,1
2019-08,Capital secundario,35090.16,35090.16,35090.16,1
2019-08,Patrimonio técnico ajustado,176761.1,176761.1,176761.1,1
2019-08,Sobrante o faltante,68741.32,68741.32,68741.32,1
2019-08,Índice de solvencia,16.36,16.36,16.36,1
2019-07,Capital requerido por riesgo de mercado,132122.35,132122.35,132122.35,1
2019-07,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1101342.14,1101342.14,1101342.14,1
2019-07,Ajuste,-1661.98,-1661.98,-1661.98,1
2019-07,Capital primario,143207.24,143207.24,143207.24,1
2019-07,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,969219.78,969219.78,969219.78,1
2019-07,Capital secundario,34522.95,34522.95,34522.95,1
2019-07,Índice de solvencia,15.99,15.99,15.99,1
2019-07,Patrimonio técnico ajustado,176068.21,176068.21,176068.21,1
2019-07,Sobrante o faltante,65934.0,65934.0,65934.0,1
2019-06,Índice de solvencia,16.12,16.12,16.12,1
2019-06,Sobrante o faltante,66786.02,66786.02,66786.02,1
2019-06,Patrimonio técnico ajustado,175984.26,175984.26,175984.26,1
2019-06,Capital secundario,34468.86,34468.86,34468.86,1
2019-06,Capital primario,143161.81,143161.81,143161.81,1
2019-06,Ajuste,-1646.41,-1646.41,-1646.41,1
2019-06,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1091982.39,1091982.39,1091982.39,1
2019-06,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,964708.48,964708.48,964708.48,1
2019-06,Capital requerido por riesgo de mercado,127273.92,127273.92,127273.92,1
2019-05,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,941227.54,941227.54,941227.54,1
2019-05,Capital requerido por riesgo de mercado,119923.77,119923.77,119923.77,1
2019-05,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1061151.31,1061151.31,1061151.31,1
2019-05,Ajuste,-7705.06,-7705.06,-7705.06,1
2019-05,Capital primario,139842.12,139842.12,139842.12,1
2019-05,Capital secundario,34412.83,34412.83,34412.83,1
2019-05,Patrimonio técnico ajustado,166549.88,166549.88,166549.88,1
2019-05,Sobrante o faltante,60434.75,60434.75,60434.75,1
2019-05,Índice de solvencia,15.7,15.7,15.7,1
2019-04,Índice de solvencia,15.99,15.99,15.99,1
2019-04,Sobrante o faltante,61907.12,61907.12,61907.12,1
2019-04,Patrimonio técnico ajustado,165259.45,165259.45,165259.45,1
2019-04,Capital secundario,34559.75,34559.75,34559.75,1
2019-04,Capital requerido por riesgo de mercado,102929.03,102929.03,102929.03,1
2019-04,Capital primario,138345.7,138345.7,138345.7,1
2019-04,Ajuste,-7645.99,-7645.99,-7645.99,1
2019-04,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1033523.33,1033523.33,1033523.33,1
2019-04,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,930594.3,930594.3,930594.3,1
2019-03,Capital requerido por riesgo de mercado,109483.4,109483.4,109483.4,1
2019-03,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1031702.52,1031702.52,1031702.52,1
2019-03,Ajuste,-1747.06,-1747.06,-1747.06,1
2019-03,Capital primario,130064.43,130064.43,130064.43,1
2019-03,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,922219.12,922219.12,922219.12,1
2019-03,Capital secundario,34573.42,34573.42,34573.42,1
2019-03,Patrimonio técnico ajustado,162890.79,162890.79,162890.79,1
2019-03,Sobrante o faltante,59720.54,59720.54,59720.54,1
2019-03,Índice de solvencia,15.79,15.79,15.79,1
2019-02,Capital requerido por riesgo de mercado,114691.45,114691.45,114691.45,1
2019-02,Activos y contingentes ponderados por riesgo crediticio y deducciones al patrimonio,919928.54,919928.54,919928.54,1
2019-02,Activos y contingentes ponderados por riesgo crediticio y riesgo de mercado,1034619.99,1034619.99,1034619.99,1
2019-02,Ajuste,-1875.87,-1875.87,-1875.87,1
2019-02,Capital primario,129689.31,129689.31,129689.31,1
2019-02,Sobrante o faltante,58829.6,58829.6,58829.6,1
2019-02,Capital secundario,34478.15,34478.15,34478.15,1
2019-02,Patrimonio técnico ajustado,162291.59,162291.59,162291.59,1
2019-02,Índice de solvencia,15.69,15.69,15.69,1
